Latitude (decimal degrees):	48.871
Longitude (decimal degrees):	0.300
Elevation (m):	240
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220119:0910,12.61,26.49,10.21,4.23,2.28,0.0
20220119:1010,21.12,37.84,15.92,4.68,2.69,0.0
20220119:1110,126.34,159.03,19.57,5.53,3.38,0.0
20220119:1210,68.28,94.6,20.78,6.3,3.52,0.0
20220119:1310,77.03,104.74,19.43,6.77,3.52,0.0
20220119:1410,38.32,59.6,15.67,6.9,2.83,0.0
20220119:1510,26.08,44.46,9.85,6.64,2.55,0.0
20220119:1610,0.0,2.84,2.45,6.38,2.62,0.0
20220119:1710,0.0,0.0,0.0,5.9,2.76,0.0
20220119:1810,0.0,0.0,0.0,5.61,2.9,0.0
20220119:1910,0.0,0.0,0.0,5.21,3.1,0.0
20220119:2010,0.0,0.0,0.0,5.05,3.03,0.0
20220119:2110,0.0,0.0,0.0,5.3,2.83,0.0
20220119:2210,0.0,0.0,0.0,5.57,2.76,0.0
20220119:2310,0.0,0.0,0.0,5.66,3.03,0.0
20220120:0010,0.0,0.0,0.0,5.26,2.83,0.0
20220120:0110,0.0,0.0,0.0,4.42,2.34,0.0
20220120:0210,0.0,0.0,0.0,3.55,2.28,0.0
20220120:0310,0.0,0.0,0.0,2.93,2.21,0.0
20220120:0410,0.0,0.0,0.0,2.4,2.14,0.0
20220120:0510,0.0,0.0,0.0,2.14,1.93,0.0
20220120:0610,0.0,0.0,0.0,1.95,1.93,0.0
20220120:0710,0.0,0.0,0.0,1.7,2.07,0.0
20220120:0810,0.31,6.34,3.01,1.74,2.07,0.0
20220120:0910,297.21,348.78,10.36,2.9,1.72,0.0
20220120:1010,418.13,481.96,16.1,4.08,2.76,0.0
20220120:1110,313.14,362.91,19.77,4.45,3.1,0.0
20220120:1210,243.96,286.89,21.0,4.72,3.31,0.0
20220120:1310,392.03,451.86,19.65,4.88,3.31,0.0
20220120:1410,318.62,369.12,15.89,4.82,3.52,0.0
20220120:1510,60.18,84.52,10.08,4.53,3.66,0.0
20220120:1610,0.0,2.84,2.66,3.77,3.38,0.0
20220120:1710,0.0,0.0,0.0,2.98,3.31,0.0
20220120:1810,0.0,0.0,0.0,2.57,3.24,0.0
20220120:1910,0.0,0.0,0.0,2.03,2.9,0.0
20220120:2010,0.0,0.0,0.0,1.69,2.69,0.0
20220120:2110,0.0,0.0,0.0,1.2,2.55,0.0
20220120:2210,0.0,0.0,0.0,1.09,2.55,0.0
20220120:2310,0.0,0.0,0.0,0.65,2.55,0.0
20220121:0010,0.0,0.0,0.0,0.29,2.48,0.0
20220121:0110,0.0,0.0,0.0,0.12,2.34,0.0
20220121:0210,0.0,0.0,0.0,-0.15,2.28,0.0
20220121:0310,0.0,0.0,0.0,-0.25,2.21,0.0
20220121:0410,0.0,0.0,0.0,-0.36,2.21,0.0
20220121:0510,0.0,0.0,0.0,-0.46,2.14,0.0
20220121:0610,0.0,0.0,0.0,-0.33,2.14,0.0
20220121:0710,0.0,0.0,0.0,0.23,2.07,0.0
20220121:0810,4.11,13.58,3.15,0.02,1.93,0.0
20220121:0910,131.25,162.09,10.52,0.79,1.52,0.0
20220121:1010,363.31,417.95,16.28,2.45,2.07,0.0
20220121:1110,476.09,548.79,19.97,3.65,2.41,0.0
20220121:1210,456.24,526.45,21.22,4.5,2.76,0.0
20220121:1310,128.79,161.53,19.88,4.84,2.62,0.0
20220121:1410,41.84,63.38,16.12,4.99,2.62,0.0
20220121:1510,55.79,79.64,10.3,4.89,2.62,0.0
20220121:1610,0.04,5.68,2.88,4.26,2.14,0.0
20220121:1710,0.0,0.0,0.0,3.05,2.07,0.0
20220121:1810,0.0,0.0,0.0,2.16,2.14,0.0
20220121:1910,0.0,0.0,0.0,1.82,2.21,0.0
20220121:2010,0.0,0.0,0.0,1.42,2.0,0.0
20220121:2110,0.0,0.0,0.0,1.02,1.93,0.0
20220121:2210,0.0,0.0,0.0,0.76,1.93,0.0
20220121:2310,0.0,0.0,0.0,0.99,1.93,0.0
20220122:0010,0.0,0.0,0.0,1.01,2.14,0.0
20220122:0110,0.0,0.0,0.0,1.48,2.21,0.0
20220122:0210,0.0,0.0,0.0,1.82,2.07,0.0
20220122:0310,0.0,0.0,0.0,1.79,2.0,0.0
20220122:0410,0.0,0.0,0.0,2.07,1.79,0.0
20220122:0510,0.0,0.0,0.0,2.19,1.66,0.0
20220122:0610,0.0,0.0,0.0,2.25,1.52,0.0
20220122:0710,0.0,0.0,0.0,2.37,1.66,0.0
20220122:0810,3.0,11.77,3.3,2.11,1.66,0.0
20220122:0910,27.34,45.41,10.69,2.77,1.52,0.0
20220122:1010,38.02,58.65,16.47,4.12,1.79,0.0
20220122:1110,40.21,61.49,20.18,5.22,2.62,0.0
20220122:1210,39.28,60.54,21.44,5.89,2.28,0.0
20220122:1310,43.95,66.22,20.12,6.16,2.07,0.0
20220122:1410,33.74,53.92,16.36,6.28,1.93,0.0
20220122:1510,34.9,55.31,10.53,6.26,2.0,0.0
20220122:1610,0.0,3.78,3.11,5.93,1.79,0.0
20220122:1710,0.0,0.0,0.0,5.01,1.72,0.0
20220122:1810,0.0,0.0,0.0,4.35,1.59,0.0
20220122:1910,0.0,0.0,0.0,3.98,1.72,0.0
20220122:2010,0.0,0.0,0.0,3.67,1.52,0.0
20220122:2110,0.0,0.0,0.0,3.34,1.52,0.0
20220122:2210,0.0,0.0,0.0,3.35,1.59,0.0
20220122:2310,0.0,0.0,0.0,3.12,1.52,0.0
20220123:0010,0.0,0.0,0.0,3.11,1.45,0.0
20220123:0110,0.0,0.0,0.0,2.66,1.17,0.0
20220123:0210,0.0,0.0,0.0,2.27,1.1,0.0
20220123:0310,0.0,0.0,0.0,2.34,0.97,0.0
20220123:0410,0.0,0.0,0.0,2.33,1.03,0.0
20220123:0510,0.0,0.0,0.0,2.3,1.31,0.0
20220123:0610,0.0,0.0,0.0,2.14,1.72,0.0
20220123:0710,0.0,0.0,0.0,2.28,1.72,0.0
20220123:0810,3.0,11.77,3.45,1.98,1.86,0.0
20220123:0910,19.91,35.95,10.87,2.15,2.34,0.0
20220123:1010,28.93,47.3,16.67,2.64,2.76,0.0
20220123:1110,35.09,54.87,20.4,3.05,2.62,0.0
20220123:1210,34.23,53.92,21.67,3.55,2.9,0.0
20220123:1310,38.9,59.6,20.36,3.87,2.9,0.0
20220123:1410,30.25,49.19,16.6,4.11,2.62,0.0
20220123:1510,31.78,51.08,10.77,4.17,2.34,0.0
20220123:1610,0.0,4.73,3.34,3.88,2.28,0.0
20220123:1710,0.0,0.0,0.0,3.21,2.28,0.0
20220123:1810,0.0,0.0,0.0,2.87,2.55,0.0
20220123:1910,0.0,0.0,0.0,2.8,3.1,0.0
20220123:2010,0.0,0.0,0.0,2.64,3.03,0.0
20220123:2110,0.0,0.0,0.0,2.57,2.83,0.0
20220123:2210,0.0,0.0,0.0,2.4,2.62,0.0
20220123:2310,0.0,0.0,0.0,2.37,2.55,0.0
20220124:0010,0.0,0.0,0.0,2.14,2.48,0.0
20220124:0110,0.0,0.0,0.0,2.0,2.21,0.0
20220124:0210,0.0,0.0,0.0,1.61,2.14,0.0
20220124:0310,0.0,0.0,0.0,1.18,2.21,0.0
20220124:0410,0.0,0.0,0.0,0.97,2.21,0.0
20220124:0510,0.0,0.0,0.0,0.57,2.34,0.0
20220124:0610,0.0,0.0,0.0,0.17,2.41,0.0
20220124:0710,0.0,0.0,0.0,-0.25,2.34,0.0
20220124:0810,7.62,19.01,3.62,-0.55,2.28,0.0
20220124:0910,96.33,123.33,11.05,0.22,2.07,0.0
20220124:1010,192.04,227.98,16.87,1.94,2.21,0.0
20220124:1110,506.7,586.67,20.62,3.81,2.21,0.0
20220124:1210,609.11,718.17,21.91,5.34,2.0,0.0
20220124:1310,584.27,691.25,20.6,6.39,1.93,0.0
20220124:1410,457.21,537.92,16.84,6.91,1.93,0.0
20220124:1510,304.5,362.91,11.01,6.85,1.93,0.0
20220124:1610,9.05,21.96,3.57,5.89,1.86,0.0
20220124:1710,0.0,0.0,0.0,4.22,2.21,0.0
20220124:1810,0.0,0.0,0.0,3.02,2.21,0.0
20220124:1910,0.0,0.0,0.0,2.06,2.07,0.0
20220124:2010,0.0,0.0,0.0,1.43,2.0,0.0
20220124:2110,0.0,0.0,0.0,0.84,1.86,0.0
20220124:2210,0.0,0.0,0.0,0.15,1.66,0.0
20220124:2310,0.0,0.0,0.0,-0.6,1.52,0.0
20220125:0010,0.0,0.0,0.0,-0.95,1.38,0.0
20220125:0110,0.0,0.0,0.0,-1.24,1.17,0.0
20220125:0210,0.0,0.0,0.0,-1.65,0.97,0.0
20220125:0310,0.0,0.0,0.0,-1.7,0.76,0.0
20220125:0410,0.0,0.0,0.0,-1.77,0.83,0.0
20220125:0510,0.0,0.0,0.0,-1.85,0.83,0.0
20220125:0610,0.0,0.0,0.0,-1.7,0.76,0.0
20220125:0710,0.0,0.0,0.0,-0.66,0.34,0.0
20220125:0810,8.24,19.91,3.78,-0.73,0.62,0.0
20220125:0910,100.63,127.9,11.23,-0.7,0.76,0.0
20220125:1010,111.46,139.93,17.08,-0.18,0.76,0.0
20220125:1110,108.83,137.71,20.85,0.53,0.83,0.0
20220125:1210,108.47,137.86,22.16,1.37,0.83,0.0
20220125:1310,123.65,154.86,20.85,2.12,0.97,0.0
20220125:1410,61.77,86.08,17.09,2.7,0.97,0.0
20220125:1510,53.76,76.79,11.25,2.8,1.1,0.0
20220125:1610,0.84,7.57,3.8,2.47,1.24,0.0
20220125:1710,0.0,0.0,0.0,1.97,1.1,0.0
20220125:1810,0.0,0.0,0.0,1.54,0.97,0.0
20220125:1910,0.0,0.0,0.0,0.98,0.34,0.0
20220125:2010,0.0,0.0,0.0,0.78,0.48,0.0
20220125:2110,0.0,0.0,0.0,0.48,0.55,0.0
20220125:2210,0.0,0.0,0.0,0.33,0.9,0.0
20220125:2310,0.0,0.0,0.0,0.22,1.1,0.0
20220126:0010,0.0,0.0,0.0,0.18,1.03,0.0
20220126:0110,0.0,0.0,0.0,0.23,1.1,0.0
20220126:0210,0.0,0.0,0.0,0.34,0.9,0.0
20220126:0310,0.0,0.0,0.0,0.47,0.69,0.0
20220126:0410,0.0,0.0,0.0,0.47,0.34,0.0
20220126:0510,0.0,0.0,0.0,0.55,0.34,0.0
20220126:0610,0.0,0.0,0.0,0.64,0.34,0.0
20220126:0710,0.0,0.0,0.0,0.56,0.28,0.0
20220126:0810,9.43,21.72,3.95,0.49,0.97,0.0
20220126:0910,29.11,47.3,11.43,1.03,0.83,0.0
20220126:1010,33.7,52.97,17.29,1.56,0.55,0.0
20220126:1110,40.7,61.49,21.08,2.31,0.62,0.0
20220126:1210,57.59,81.35,22.41,2.93,0.9,0.0
20220126:1310,59.14,83.25,21.11,3.36,1.24,0.0
20220126:1410,31.06,50.14,17.34,3.64,1.45,0.0
20220126:1510,34.17,53.92,11.5,3.68,1.45,0.0
20220126:1610,0.42,6.62,4.04,3.66,1.1,0.0
20220126:1710,0.0,0.0,0.0,3.39,0.48,0.0
20220126:1810,0.0,0.0,0.0,3.06,0.83,0.0
20220126:1910,0.0,0.0,0.0,2.87,1.1,0.0
20220126:2010,0.0,0.0,0.0,2.74,1.31,0.0
20220126:2110,0.0,0.0,0.0,2.53,1.45,0.0
20220126:2210,0.0,0.0,0.0,2.34,1.52,0.0
20220126:2310,0.0,0.0,0.0,2.27,1.66,0.0
20220127:0010,0.0,0.0,0.0,2.03,1.86,0.0
20220127:0110,0.0,0.0,0.0,1.97,2.0,0.0
20220127:0210,0.0,0.0,0.0,1.83,2.07,0.0
20220127:0310,0.0,0.0,0.0,1.76,2.14,0.0
20220127:0410,0.0,0.0,0.0,1.51,2.28,0.0
20220127:0510,0.0,0.0,0.0,1.67,2.34,0.0
20220127:0610,0.0,0.0,0.0,1.87,2.41,0.0
20220127:0710,0.0,0.0,0.0,2.08,2.69,0.0
20220127:0810,6.3,17.2,4.13,2.47,2.69,0.0
20220127:0910,54.35,77.43,11.63,3.05,2.48,0.0
20220127:1010,84.36,111.92,17.52,4.34,3.1,0.0
20220127:1110,138.91,173.19,21.32,5.77,3.45,0.0
20220127:1210,212.83,255.53,22.66,6.98,3.52,0.0
20220127:1310,50.8,74.73,21.37,7.89,4.0,0.0
20220127:1410,57.99,83.25,17.6,8.04,3.86,0.0
20220127:1510,53.09,77.38,11.75,7.91,3.59,0.0
20220127:1610,0.39,6.62,4.28,7.61,3.24,0.0
20220127:1710,0.0,0.0,0.0,7.36,3.24,0.0
20220127:1810,0.0,0.0,0.0,7.34,3.17,0.0
20220127:1910,0.0,0.0,0.0,6.66,3.03,0.0
20220127:2010,0.0,0.0,0.0,6.78,2.76,0.0
20220127:2110,0.0,0.0,0.0,6.91,2.48,0.0
20220127:2210,0.0,0.0,0.0,7.04,2.0,0.0
20220127:2310,0.0,0.0,0.0,7.09,1.72,0.0
20220128:0010,0.0,0.0,0.0,7.13,1.59,0.0
20220128:0110,0.0,0.0,0.0,7.07,1.59,0.0
20220128:0210,0.0,0.0,0.0,6.89,1.38,0.0
20220128:0310,0.0,0.0,0.0,6.61,1.24,0.0
20220128:0410,0.0,0.0,0.0,6.0,1.1,0.0
20220128:0510,0.0,0.0,0.0,5.77,0.55,0.0
20220128:0610,0.0,0.0,0.0,5.46,0.48,0.0
20220128:0710,0.0,0.0,0.0,4.89,0.69,0.0
20220128:0810,9.84,22.63,4.32,4.61,0.83,0.0
20220128:0910,90.24,119.04,11.83,4.74,0.9,0.0
20220128:1010,77.09,104.48,17.74,5.24,0.9,0.0
20220128:1110,172.6,211.63,21.57,5.68,0.9,0.0
20220128:1210,122.61,156.76,22.92,6.68,1.1,0.0
20220128:1310,174.61,215.05,21.64,7.53,1.52,0.0
20220128:1410,65.84,92.4,17.87,7.83,2.21,0.0
20220128:1510,52.16,76.23,12.0,7.6,2.62,0.0
20220128:1610,1.68,9.46,4.52,7.22,2.48,0.0
20220128:1710,0.0,0.0,0.0,6.64,2.34,0.0
20220128:1810,0.0,0.0,0.0,6.18,2.34,0.0
20220128:1910,0.0,0.0,0.0,5.84,2.21,0.0
20220128:2010,0.0,0.0,0.0,5.52,2.34,0.0
20220128:2110,0.0,0.0,0.0,5.41,2.55,0.0
20220128:2210,0.0,0.0,0.0,5.64,2.55,0.0
20220128:2310,0.0,0.0,0.0,5.93,2.55,0.0
20220129:0010,0.0,0.0,0.0,6.18,2.55,0.0
20220129:0110,0.0,0.0,0.0,6.61,2.48,0.0
20220129:0210,0.0,0.0,0.0,6.95,2.62,0.0
20220129:0310,0.0,0.0,0.0,7.22,2.97,0.0
20220129:0410,0.0,0.0,0.0,7.48,3.38,0.0
20220129:0510,0.0,0.0,0.0,7.57,3.52,0.0
20220129:0610,0.0,0.0,0.0,7.57,3.72,0.0
20220129:0710,0.0,0.0,0.0,7.65,3.72,0.0
20220129:0810,9.68,22.63,4.51,7.67,3.86,0.0
20220129:0910,25.94,44.46,12.04,7.85,4.0,0.0
20220129:1010,56.35,81.35,17.98,8.23,4.41,0.0
20220129:1110,60.29,86.08,21.82,8.62,4.69,0.0
20220129:1210,53.79,78.52,23.19,8.84,4.9,0.0
20220129:1310,66.65,93.65,21.91,9.08,5.03,0.0
20220129:1410,55.31,80.41,18.13,9.23,5.38,0.0
20220129:1510,84.51,113.91,12.26,9.1,5.38,0.0
20220129:1610,2.64,11.35,4.77,8.73,4.62,0.0
20220129:1710,0.0,0.0,0.0,8.31,4.28,0.0
20220129:1810,0.0,0.0,0.0,8.03,3.93,0.0
20220129:1910,0.0,0.0,0.0,7.92,3.93,0.0
20220129:2010,0.0,0.0,0.0,7.86,3.79,0.0
20220129:2110,0.0,0.0,0.0,7.94,3.72,0.0
20220129:2210,0.0,0.0,0.0,7.99,3.59,0.0
20220129:2310,0.0,0.0,0.0,8.06,3.24,0.0
20220130:0010,0.0,0.0,0.0,7.97,2.76,0.0
20220130:0110,0.0,0.0,0.0,7.8,2.28,0.0
20220130:0210,0.0,0.0,0.0,7.64,2.21,0.0
20220130:0310,0.0,0.0,0.0,7.4,2.21,0.0
20220130:0410,0.0,0.0,0.0,6.97,2.14,0.0
20220130:0510,0.0,0.0,0.0,6.06,1.79,0.0
20220130:0610,0.0,0.0,0.0,5.6,1.52,0.0
20220130:0710,0.0,0.0,0.0,4.58,1.59,0.0
20220130:0810,9.25,21.72,4.71,4.1,1.45,0.0
20220130:0910,245.8,293.67,12.26,4.62,0.9,0.0
20220130:1010,389.11,458.85,18.21,5.81,0.9,0.0
20220130:1110,544.67,654.83,22.08,6.51,0.55,0.0
20220130:1210,429.05,512.8,23.46,7.14,0.41,0.0
20220130:1310,496.24,594.59,22.18,7.37,0.69,0.0
20220130:1410,410.92,489.32,18.4,7.44,0.76,0.0
20220130:1510,279.39,335.9,12.52,7.28,0.9,0.0
20220130:1610,127.24,170.65,5.02,7.09,1.45,0.0
20220130:1710,0.0,0.0,0.0,6.58,1.59,0.0
20220130:1810,0.0,0.0,0.0,6.34,1.86,0.0
20220130:1910,0.0,0.0,0.0,5.77,2.0,0.0
20220130:2010,0.0,0.0,0.0,5.37,2.14,0.0
20220130:2110,0.0,0.0,0.0,4.98,2.69,0.0
20220130:2210,0.0,0.0,0.0,4.7,3.31,0.0
20220130:2310,0.0,0.0,0.0,4.97,3.52,0.0
20220131:0010,0.0,0.0,0.0,5.4,3.72,0.0
20220131:0110,0.0,0.0,0.0,5.7,4.28,0.0
20220131:0210,0.0,0.0,0.0,6.17,5.03,0.0
20220131:0310,0.0,0.0,0.0,6.95,5.72,0.0
20220131:0410,0.0,0.0,0.0,7.02,5.72,0.0
20220131:0510,0.0,0.0,0.0,6.17,5.45,0.0
20220131:0610,0.0,0.0,0.0,5.47,5.45,0.0
20220131:0710,0.0,0.0,0.0,5.3,5.93,0.0
20220131:0810,14.29,29.13,4.91,5.25,5.86,0.0
20220131:0910,320.42,373.39,12.48,5.62,5.38,0.0
20220131:1010,188.27,226.28,18.46,6.24,6.28,0.0
20220131:1110,205.63,245.52,22.35,6.76,7.86,0.0
20220131:1210,151.47,186.92,23.74,6.67,7.59,0.0
20220131:1310,500.34,570.72,22.46,6.74,7.59,0.0
20220131:1410,379.49,434.47,18.68,6.59,8.21,0.0
20220131:1510,191.21,229.99,12.78,6.21,6.97,0.0
20220131:1610,30.9,51.37,5.27,5.74,6.07,0.0
20220131:1710,0.0,0.0,0.0,5.06,5.24,0.0
20220131:1810,0.0,0.0,0.0,4.63,4.97,0.0
20220131:1910,0.0,0.0,0.0,4.48,4.9,0.0
20220131:2010,0.0,0.0,0.0,4.48,4.28,0.0
20220131:2110,0.0,0.0,0.0,4.3,3.72,0.0
20220131:2210,0.0,0.0,0.0,4.2,3.45,0.0
20220131:2310,0.0,0.0,0.0,4.18,3.17,0.0
20220201:0010,0.0,0.0,0.0,4.11,2.9,0.0
20220201:0110,0.0,0.0,0.0,3.95,2.9,0.0
20220201:0210,0.0,0.0,0.0,3.87,2.97,0.0
20220201:0310,0.0,0.0,0.0,4.37,3.1,0.0
20220201:0410,0.0,0.0,0.0,4.62,3.1,0.0
20220201:0510,0.0,0.0,0.0,4.94,3.31,0.0
20220201:0610,0.0,0.0,0.0,5.32,3.59,0.0
20220201:0710,0.0,0.0,0.0,5.94,3.86,0.0
20220201:0810,2.18,10.41,5.12,6.46,4.07,0.0
20220201:0910,9.78,22.7,12.71,6.9,4.21,0.0
20220201:1010,34.38,54.87,18.71,7.4,4.48,0.0
20220201:1110,111.24,143.73,22.62,7.82,4.76,0.0
20220201:1210,113.0,145.97,24.02,8.14,4.83,0.0
20220201:1310,69.22,96.49,22.75,8.68,4.83,0.0
20220201:1410,34.08,54.87,18.96,9.19,5.17,0.0
20220201:1510,38.66,60.54,13.05,9.48,5.45,0.0
20220201:1610,2.13,10.41,5.52,9.32,5.45,0.0
20220201:1710,0.0,0.0,0.0,8.95,5.45,0.0
20220201:1810,0.0,0.0,0.0,8.66,5.52,0.0
20220201:1910,0.0,0.0,0.0,8.36,5.45,0.0
20220201:2010,0.0,0.0,0.0,8.4,5.31,0.0
20220201:2110,0.0,0.0,0.0,8.39,5.31,0.0
20220201:2210,0.0,0.0,0.0,8.39,5.31,0.0
20220201:2310,0.0,0.0,0.0,8.35,5.1,0.0
20220202:0010,0.0,0.0,0.0,8.25,4.97,0.0
20220202:0110,0.0,0.0,0.0,8.18,4.76,0.0
20220202:0210,0.0,0.0,0.0,8.06,4.55,0.0
20220202:0310,0.0,0.0,0.0,8.02,4.21,0.0
20220202:0410,0.0,0.0,0.0,7.98,3.86,0.0
20220202:0510,0.0,0.0,0.0,7.85,3.52,0.0
20220202:0610,0.0,0.0,0.0,7.73,3.38,0.0
20220202:0710,0.0,0.0,0.0,7.51,3.66,0.0
20220202:0810,34.2,56.05,5.33,7.22,3.31,0.0
20220202:0910,81.71,110.18,12.94,7.38,3.38,0.0
20220202:1010,62.96,88.92,18.97,7.7,3.93,0.0
20220202:1110,0.0,0.0,0.0,7.9,3.59,0.0
20220202:1210,54.67,79.46,24.31,8.29,3.17,0.0
20220202:1310,73.21,101.22,23.04,8.48,2.76,0.0
20220202:1410,38.73,60.54,19.24,8.77,2.62,0.0
20220202:1510,52.87,77.45,13.32,8.7,2.48,0.0
20220202:1610,79.58,112.35,5.78,8.49,1.45,0.0
20220202:1710,0.0,0.0,0.0,8.04,1.66,0.0
20220202:1810,0.0,0.0,0.0,7.43,2.0,0.0
20220202:1910,0.0,0.0,0.0,6.52,1.72,0.0
20220202:2010,0.0,0.0,0.0,6.12,1.66,0.0
20220202:2110,0.0,0.0,0.0,5.88,1.66,0.0
20220202:2210,0.0,0.0,0.0,5.67,1.66,0.0
20220202:2310,0.0,0.0,0.0,5.53,1.66,0.0
20220203:0010,0.0,0.0,0.0,5.06,1.93,0.0
20220203:0110,0.0,0.0,0.0,5.3,2.14,0.0
20220203:0210,0.0,0.0,0.0,5.27,2.34,0.0
20220203:0310,0.0,0.0,0.0,5.23,2.55,0.0
20220203:0410,0.0,0.0,0.0,5.2,2.62,0.0
20220203:0510,0.0,0.0,0.0,5.1,2.69,0.0
20220203:0610,0.0,0.0,0.0,4.9,2.83,0.0
20220203:0710,0.0,0.0,0.0,4.7,2.83,0.0
20220203:0810,9.91,22.7,5.55,4.53,2.9,0.0
20220203:0910,40.29,61.49,13.18,4.92,3.1,0.0
20220203:1010,37.0,57.7,19.23,5.59,2.9,0.0
20220203:1110,64.93,90.81,23.17,6.35,2.76,0.0
20220203:1210,133.74,168.89,24.6,7.08,2.9,0.0
20220203:1310,204.63,247.6,23.33,7.54,2.97,0.0
20220203:1410,85.2,114.56,19.52,7.8,3.03,0.0
20220203:1510,11.71,25.54,13.59,7.68,2.9,0.0
20220203:1610,28.71,48.66,6.04,7.6,3.17,0.0
20220203:1710,0.0,0.0,0.0,7.37,2.76,0.0
20220203:1810,0.0,0.0,0.0,7.23,2.83,0.0
20220203:1910,0.0,0.0,0.0,6.75,2.76,0.0
20220203:2010,0.0,0.0,0.0,6.67,2.83,0.0
20220203:2110,0.0,0.0,0.0,6.64,2.9,0.0
20220203:2210,0.0,0.0,0.0,6.56,2.9,0.0
20220203:2310,0.0,0.0,0.0,6.62,3.03,0.0
20220204:0010,0.0,0.0,0.0,6.73,2.97,0.0
20220204:0110,0.0,0.0,0.0,6.51,2.76,0.0
20220204:0210,0.0,0.0,0.0,6.53,2.9,0.0
20220204:0310,0.0,0.0,0.0,6.52,3.24,0.0
20220204:0410,0.0,0.0,0.0,6.39,3.52,0.0
20220204:0510,0.0,0.0,0.0,6.12,3.59,0.0
20220204:0610,0.0,0.0,0.0,6.0,3.79,0.0
20220204:0710,0.0,0.0,0.0,6.2,3.93,0.0
20220204:0810,7.89,19.87,5.78,6.42,4.21,0.0
20220204:0910,23.09,40.68,13.43,6.95,4.69,0.0
20220204:1010,151.98,188.24,19.49,7.78,6.07,0.0
20220204:1110,240.67,286.45,23.46,8.63,6.69,0.0
20220204:1210,127.25,162.31,24.89,9.18,7.1,0.0
20220204:1310,44.31,67.16,23.63,8.77,6.28,0.0
20220204:1410,308.96,360.25,19.81,7.26,5.52,0.0
20220204:1510,375.32,436.94,13.87,6.1,4.34,0.0
20220204:1610,149.29,192.52,6.3,5.81,4.14,0.0
20220204:1710,0.0,0.0,0.0,5.3,3.38,0.0
20220204:1810,0.0,0.0,0.0,4.81,2.9,0.0
20220204:1910,0.0,0.0,0.0,3.81,2.69,0.0
20220204:2010,0.0,0.0,0.0,3.34,2.55,0.0
20220204:2110,0.0,0.0,0.0,3.21,2.69,0.0
20220204:2210,0.0,0.0,0.0,3.16,2.76,0.0
20220204:2310,0.0,0.0,0.0,3.49,2.62,0.0
20220205:0010,0.0,0.0,0.0,3.33,2.48,0.0
20220205:0110,0.0,0.0,0.0,3.04,2.55,0.0
20220205:0210,0.0,0.0,0.0,2.64,2.69,0.0
20220205:0310,0.0,0.0,0.0,2.54,2.83,0.0
20220205:0410,0.0,0.0,0.0,2.67,2.76,0.0
20220205:0510,0.0,0.0,0.0,2.48,2.62,0.0
20220205:0610,0.0,0.0,0.0,2.43,2.48,0.0
20220205:0710,0.0,0.0,0.0,2.04,2.34,0.0
20220205:0810,161.29,205.1,6.01,1.76,2.14,0.0
20220205:0910,377.87,440.37,13.68,3.18,1.86,0.0
20220205:1010,539.21,629.42,19.77,5.15,2.34,0.0
20220205:1110,641.04,750.34,23.75,6.43,3.52,0.0
20220205:1210,632.83,740.36,25.2,7.33,4.07,0.0
20220205:1310,607.65,710.88,23.93,7.64,4.0,0.0
20220205:1410,331.33,388.15,20.11,7.96,4.07,0.0
20220205:1510,293.44,347.45,14.15,7.74,3.72,0.0
20220205:1610,104.14,140.23,6.56,7.61,3.86,0.0
20220205:1710,0.0,0.0,0.0,6.82,3.59,0.0
20220205:1810,0.0,0.0,0.0,6.01,3.52,0.0
20220205:1910,0.0,0.0,0.0,5.44,3.93,0.0
20220205:2010,0.0,0.0,0.0,5.33,4.28,0.0
20220205:2110,0.0,0.0,0.0,5.12,4.62,0.0
20220205:2210,0.0,0.0,0.0,5.31,4.83,0.0
20220205:2310,0.0,0.0,0.0,5.38,4.9,0.0
20220206:0010,0.0,0.0,0.0,5.38,5.03,0.0
20220206:0110,0.0,0.0,0.0,5.62,5.24,0.0
20220206:0210,0.0,0.0,0.0,5.86,5.52,0.0
20220206:0310,0.0,0.0,0.0,6.32,5.79,0.0
20220206:0410,0.0,0.0,0.0,6.57,5.86,0.0
20220206:0510,0.0,0.0,0.0,6.87,5.86,0.0
20220206:0610,0.0,0.0,0.0,7.05,6.0,0.0
20220206:0710,0.0,0.0,0.0,7.53,6.76,0.0
20220206:0810,5.41,16.08,6.24,7.84,7.38,0.0
20220206:0910,26.72,45.41,13.94,7.86,7.45,0.0
20220206:1010,44.51,67.16,20.04,7.96,7.59,0.0
20220206:1110,56.4,81.35,24.04,8.44,7.66,0.0
20220206:1210,50.67,74.73,25.5,8.83,7.52,0.0
20220206:1310,111.7,144.82,24.23,9.24,7.66,0.0
20220206:1410,137.83,173.67,20.4,9.44,7.72,0.0
20220206:1510,38.68,60.54,14.43,9.6,7.79,0.0
20220206:1610,4.78,15.14,6.83,9.62,7.72,0.0
20220206:1710,0.0,0.0,0.0,9.41,7.24,0.0
20220206:1810,0.0,0.0,0.0,9.24,7.93,0.0
20220206:1910,0.0,0.0,0.0,9.05,8.69,0.0
20220206:2010,0.0,0.0,0.0,8.93,7.93,0.0
20220206:2110,0.0,0.0,0.0,8.49,7.52,0.0
20220206:2210,0.0,0.0,0.0,7.88,6.41,0.0
